match_id,team,total_passes,unique_players,unique_recipients,successful_passes,pass_accuracy,avg_pass_distance,max_pass_distance,min_pass_distance,std_pass_distance,total_pass_distance,passes_first_half,passes_second_half,passes_ratio_halves,avg_passes_per_player,max_passes_per_player,std_passes_per_player,static_num_nodes,static_num_edges,static_density,static_avg_degree,static_max_degree,static_min_degree,static_std_degree,static_avg_in_degree,static_max_in_degree,static_avg_out_degree,static_max_out_degree,static_avg_clustering,static_max_clustering,static_std_clustering,static_avg_betweenness,static_max_betweenness,static_std_betweenness,static_avg_pagerank,static_max_pagerank,static_std_pagerank,static_avg_closeness,static_max_closeness,static_is_connected,static_num_components,static_avg_edge_weight,static_max_edge_weight,static_std_edge_weight,static_total_edge_weight,temporal_density_mean,temporal_density_std,temporal_density_max,temporal_density_min,temporal_density_range,temporal_density_variability,temporal_clustering_mean,temporal_clustering_std,temporal_edges_mean,temporal_edges_std,temporal_edges_max,temporal_density_first_half,temporal_density_second_half,temporal_density_change_halves,temporal_clustering_first_half,temporal_clustering_second_half,temporal_density_trend
3773672,Sevilla,550,16,16,493,0.8963636363636364,20.123789457800573,94.65268089177401,3.1256999216175503,12.522553338537158,11068.084201790316,339,211,0.6224188790560472,34.375,80,24.880715423797604,16,140,0.5833333333333334,17.5,24,6,5.232112384114087,8.75,13,8.75,14,0.137679066074288,0.23049830608837815,0.048969108280813044,0.07236536281179139,0.17298563869992442,0.06071911342536341,0.0625,0.11163996277472979,0.029012750780484847,0.4321619398164421,0.5357142857142857,1,1,3.9285714285714284,20,3.979667712515809,550,0.24394630192502528,0.06889079318168262,0.36363636363636365,0.08888888888888889,0.27474747474747474,0.054097653554175285,0.17933143725892514,0.10556559779304728,23.659574468085108,8.638328631981798,40,0.28267906336088156,0.20986147186147186,-0.0728175914994097,0.1897031562394451,0.17020432455606765,-0.0011401346623363283
3773625,Sevilla,480,16,16,433,0.9020833333333333,21.143554449017063,83.14595600508783,3.4234485537247363,13.593388461503519,10148.90613552819,246,234,0.9512195121951219,30.0,63,16.508583625899995,16,148,0.6166666666666667,18.5,28,11,4.937104414532874,9.25,14,9.25,14,0.14961976385259826,0.17529029521822254,0.016825112695662392,0.06248579545454547,0.18719387755102046,0.04945014423134933,0.0625,0.12006865072243511,0.022606451180816292,0.4041103655624072,0.5555555555555556,1,1,3.2432432432432434,14,2.497624876140091,480,0.21947933862827476,0.05427313482238764,0.35555555555555557,0.13333333333333333,0.22222222222222224,0.045711776146558754,0.18239998602806726,0.11232885894756203,21.5531914893617,7.517540389383549,34,0.21357808857808855,0.22467243867243866,0.011094350094350114,0.15908504449129188,0.20291713458042954,-0.00016664873568203873
3773587,Getafe,228,13,14,145,0.6359649122807017,26.58507302984514,86.08164728907086,2.0880613017821084,19.386348729780973,6061.396650804692,141,87,0.6170212765957447,17.53846153846154,36,8.733225679508733,14,89,0.489010989010989,12.714285714285714,17,2,4.846627272482107,6.357142857142857,10,6.357142857142857,10,0.19676540375822024,0.3054105134667242,0.05468903233221055,0.07559523809523809,0.3085470085470085,0.07944000056254212,0.0714285714285714,0.17267320839377578,0.04360017170530524,0.36126474312904183,0.5274725274725275,1,1,2.561797752808989,9,1.6622379403479,228,0.1918595896856766,0.059477855859026256,0.4166666666666667,0.11904761904761904,0.29761904761904767,0.04868205868205868,0.13681414711459502,0.13794748746528152,10.695652173913043,6.400935921904584,33,0.20751984126984127,0.17981324231324233,-0.027706598956598938,0.16454214602982697,0.11548491717980126,-0.0004442341763013614
3773661,Getafe,193,16,16,153,0.7927461139896373,21.557315980282638,70.29857751050159,1.2806248474865725,14.866389428556337,4160.561984194549,78,115,1.4743589743589745,12.0625,28,6.617842045057689,16,108,0.45,13.5,24,6,4.782781617427248,6.75,13,6.75,11,0.15855881840013608,0.2123040732996048,0.022101743863877765,0.06338353777966037,0.16819111962882516,0.04783962151961747,0.06249999999999999,0.13248444096521841,0.030174814192614956,0.5028551137465328,0.625,1,1,1.787037037037037,13,1.5338823046616659,193,0.19536956870290204,0.07781582141355083,0.5,0.08333333333333333,0.4166666666666667,0.06114226682408501,0.08733555942866753,0.1203071746672426,9.533333333333333,4.924890400257192,25,0.21056311413454273,0.18207521645021643,-0.028487897684326302,0.10293596893422857,0.0736852011113016,-0.000634771456160841
3773656,Atlético Madrid,549,15,15,477,0.8688524590163934,20.107842283949047,77.55185362065822,0.0,13.986252282688373,11039.205413888027,270,279,1.0333333333333334,36.6,74,22.906019171512852,15,116,0.5523809523809524,15.466666666666667,23,2,6.075817274701039,7.733333333333333,12,7.733333333333333,11,0.16648213149301166,0.25941614525576995,0.041228096547234194,0.09227106227106228,0.21529304029304033,0.06028498752668785,0.06666666666666667,0.12354353129563828,0.035240394879718515,0.36078779081224405,0.45161290322580644,1,1,4.732758620689655,18,3.9574411765525914,549,0.24895607864357863,0.053607945443134866,0.35454545454545455,0.1111111111111111,0.24343434343434345,0.06089773111049706,0.23023295587288098,0.1061534638648558,21.229166666666668,7.630397171373703,39,0.2542705971277399,0.2448225642670087,-0.009448032860731204,0.21999779813965792,0.23819363410983221,-0.00031398145746278474
3773372,Atlético Madrid,435,14,14,369,0.8482758620689655,19.96482044153189,72.62231062146121,1.264911064067345,13.60924190935646,8684.696892066373,185,250,1.3513513513513513,31.071428571428573,62,19.519080549413836,14,116,0.6373626373626373,16.571428571428573,24,6,5.10901564064219,8.285714285714286,13,8.285714285714286,13,0.12416361815387852,0.16573603761493386,0.027878794673262472,0.07138387406244548,0.21891025641025638,0.06721821299796966,0.07142857142857141,0.11775215400172943,0.03455974214689,0.46680422085249296,0.5909090909090909,1,1,3.75,18,3.4637905288262174,435,0.21459078361252273,0.060568045688199255,0.38181818181818183,0.1111111111111111,0.27070707070707073,0.04909251242584576,0.16766948432519502,0.10682095302831432,18.282608695652176,8.627251508970502,42,0.20150999793856939,0.22557864357864357,0.024068645640074188,0.13196506805224303,0.1976611939944747,6.479824009888798e-05
3773597,Real Sociedad,344,16,16,282,0.8197674418604651,19.71354937311831,89.58934088383506,2.1260291625469274,14.555838404942856,6781.460984352698,158,186,1.1772151898734178,21.5,48,14.71507163874282,16,118,0.49166666666666664,14.75,24,5,5.494315243958978,7.375,11,7.375,13,0.1326644729480243,0.1955899700074908,0.047850631201573395,0.07291702097505669,0.17270975056689344,0.04076589076744081,0.06249999999999999,0.12069347500456254,0.03317391062222634,0.4360029562284914,0.5555555555555556,1,1,2.9152542372881354,13,2.402598421012454,344,0.20139409972743302,0.05806098336742098,0.32142857142857145,0.1111111111111111,0.21031746031746035,0.04593827889282434,0.16517201212237953,0.10828869936090564,17.08888888888889,7.031818018582722,34,0.21448155019583595,0.18994258056758054,-0.024538969628255414,0.1708216327668534,0.16022859405846496,-0.0009799957033158628
3773523,Real Sociedad,464,15,15,392,0.8448275862068966,20.95515574134736,70.12082429635294,1.216552506059646,13.527378190256146,9723.192263985176,198,266,1.3434343434343434,30.933333333333334,61,16.709563842587986,15,148,0.7047619047619048,19.733333333333334,26,11,4.404038550643666,9.866666666666667,14,9.866666666666667,14,0.20056579403534996,0.2883372906824201,0.04338721925522405,0.06395517181231467,0.19358974358974362,0.05085447675320389,0.06666666666666667,0.11663938228939832,0.026434032817204346,0.491371287503938,0.6666666666666666,1,1,3.135135135135135,12,2.462279345714675,464,0.2213318596297319,0.054000926388908674,0.38181818181818183,0.1111111111111111,0.27070707070707073,0.042973210364514715,0.1700216153054791,0.11657622341761867,20.74468085106383,8.119938115812543,42,0.2086055358782631,0.23253102453102453,0.023925488652761423,0.15870194080633485,0.17998292886472606,-7.942514880534812e-06
3764661,Athletic Club,490,15,15,437,0.8918367346938776,21.845378865433997,82.40400475705049,3.2802438933713405,13.35375814618975,10704.235644062659,213,277,1.300469483568075,32.666666666666664,68,18.30950832868254,15,140,0.6666666666666666,18.666666666666668,25,12,4.237399621885521,9.333333333333334,14,9.333333333333334,13,0.1946656262826722,0.23995795852891819,0.026554668906157528,0.06896709110994825,0.1346502703645561,0.04073223898937263,0.06666666666666665,0.11532394882721331,0.027941501421119237,0.4358003760809635,0.6086956521739131,1,1,3.5,17,2.960453633193014,490,0.22400908783887502,0.05399059381332719,0.4,0.13636363636363635,0.26363636363636367,0.04295909404605056,0.1898104233989992,0.09387781334308659,21.4468085106383,7.353817437040255,36,0.2118883641610914,0.23467532467532468,0.022786960514233262,0.19919711342383695,0.181550136177142,0.0004805450934613742
3773403,Athletic Club,457,15,15,371,0.811816192560175,19.63568179037612,75.96216163327634,0.4000000000000057,13.56058047185776,8973.506578201886,206,251,1.2184466019417475,30.466666666666665,62,20.08505722694172,15,130,0.6190476190476191,17.333333333333332,26,6,5.827139568909909,8.666666666666666,14,8.666666666666666,14,0.16586263741239202,0.2157645154450338,0.02205311965026048,0.06599162742019886,0.17536630036630035,0.047813238143749194,0.06666666666666667,0.1213514925184023,0.031172337570324664,0.39087592849444913,0.5,1,1,3.5153846153846153,14,2.8154371579796527,457,0.21616203844464713,0.05540279594819532,0.35454545454545455,0.125,0.22954545454545455,0.051821326821326806,0.1998515108277027,0.09809021102218995,21.217391304347824,8.27825275037153,39,0.21472376829519688,0.21737018537018538,0.0026464170749884997,0.193024790333532,0.20558595604280602,0.00039702075085978786
