50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,pass_success,pass_distance,half
,,,,,,,,,,,,,,,,,1.007713,,,,,,,,,,,,,b0085e6d-b5ef-4356-aaf8-4a3534320102,1810,,"[70.3, 62.2]",3773386,46,,,,,2.2624528,,Right Foot,,,,"[65.0, 68.6]",Ground Pass,,8.309633,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,70,Barcelona,217,['192c114c-a061-43fe-b991-9cae9d94cb6a'],44,,,,,,,,,,,,,,,,,,Barcelona,217,2804,Pass,,1,8.309632964216883,1H
,,,,,,,,,,,,,,,,,1.21669,,,,,,,,,,,,,21d75e6e-d59d-415d-abee-35bb68d3763d,1813,,"[63.5, 68.7]",3773386,46,,,,,0.58549005,,Right Foot,,,,"[72.7, 74.8]",Ground Pass,,11.0385685,,Incomplete,,Ousmane Dembélé,5477.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,70,Barcelona,217,"['c8aef5cf-0966-4e69-8cde-42d7b97ea846', 'd0176810-8fcf-4eb6-885d-cfd610c1317c']",45,,,,,,,,,,,,,,,,,,Barcelona,217,2805,Pass,,0,11.038568747804218,1H
,,,,,,,,,,,,,,,,,1.674887,,,,,,,,,,,,,be403bf9-04ea-4c4e-8f79-386f6ea64c8a,1817,,"[49.2, 17.8]",3773386,46,,,,,0.16764244,,Left Foot,,,,"[62.2, 20.0]",Ground Pass,,13.18484,,,,José Ignacio Peleteiro Ramallo,9462.0,,,,,,1,Regular Play,Rubén Duarte Sánchez,6612.0,Left Back,71,Deportivo Alavés,206,['8611f7dc-aa8d-4a30-8a69-b8c40733bac5'],49,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,2809,Pass,,1,13.184839779079608,1H
,,,,,,,,,,,,,,,,,2.118896,,,,,,,,,,,,,a5b0d75e-0f9c-4506-bb89-fd930f47bf58,1820,,"[68.5, 19.4]",3773386,46,,,,,-1.0068371,,Left Foot,,,,"[75.9, 7.7]",Ground Pass,,13.843771,,,,Luis Jesús Rioja González,24049.0,,,,,,1,Regular Play,José Ignacio Peleteiro Ramallo,9462.0,Left Center Midfield,71,Deportivo Alavés,206,['45670857-05f3-4195-987e-47be480fa503'],53,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,2813,Pass,,1,13.843771162512043,1H
,,,,,,,,,,,,,,,,,1.367573,,,,,,,,,,,,,bf1d5852-c207-4904-bd2b-fa05eec4e376,1823,,"[95.1, 15.9]",3773386,46,,,,,-0.4154921,,Left Foot,,,,"[105.3, 11.4]",Ground Pass,,11.148542,,,,Rubén Duarte Sánchez,6612.0,,,,,,1,Regular Play,Luis Jesús Rioja González,24049.0,Left Midfield,71,Deportivo Alavés,206,['5615958c-403a-42c2-b817-f3da61580321'],57,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,2817,Pass,,1,11.14854250563723,1H
,,,,,,,,,,,,,,,,,0.985448,,,,,,,,,,,,,d1e68366-5020-43bc-9167-362e3c6a5480,1826,,"[105.3, 11.4]",3773386,46,,,,,1.2930588,,Left Foot,True,,,"[112.0, 34.9]",Ground Pass,,24.43645,,Incomplete,,Deyverson Brum Silva Acosta,25134.0,,,,,,1,Regular Play,Rubén Duarte Sánchez,6612.0,Left Back,71,Deportivo Alavés,206,"['eabf2b12-5d07-40f3-aaf5-d940a6dd52a7', 'f3b32aa7-cf1e-44cc-8d1a-493ff6cbde3e']",58,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,2818,Pass,,0,24.436448187083162,1H
,,,,,,,,,,,,,,,,,0.886803,,,,,,,,,,,,,91e4b4f5-269f-406d-bd2d-3ff69cd9c869,1831,,"[105.3, 11.9]",3773386,47,,,,,3.1415927,,Left Foot,,,,"[97.4, 11.9]",Ground Pass,,7.9,,,,Luis Jesús Rioja González,24049.0,,,,,,1,Regular Play,Rubén Duarte Sánchez,6612.0,Left Back,71,Deportivo Alavés,206,,3,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,2823,Pass,,1,7.8999999999999915,1H
,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,6d073376-1180-41ac-9382-99bafe3e19ef,1840,,"[61.0, 40.1]",3773386,45,,,,,3.1142557,,Left Foot,,,,"[35.4, 40.8]",Ground Pass,,25.609568,,,,Víctor Laguardia Cisneros,6615.0,,,,,Kick Off,2,From Kick Off,Deyverson Brum Silva Acosta,25134.0,Center Forward,72,Deportivo Alavés,206,['df1b677c-201c-455e-baf3-25a5a867fd8d'],0,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,2700,Pass,,1,25.609568524284047,2H
,,,,,,,,,,,,,,,,,2.556679,,,,,,,,,,,,,ffeffc1e-c2bc-45f1-be91-e54f0f0c8a67,1843,,"[36.9, 40.4]",3773386,45,,,,,-0.6987734,,Right Foot,,,,"[78.2, 5.7]",High Pass,,53.942375,,,,Deyverson Brum Silva Acosta,25134.0,,,,,,2,From Kick Off,Víctor Laguardia Cisneros,6615.0,Right Center Back,72,Deportivo Alavés,206,['66ba0a26-086a-4e99-9f7f-a6539639bf62'],4,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,2704,Pass,,1,53.94237666250904,2H
,,,,,,,,,,,,,,,,,3.092755,,,,,,,,,,,,,81566811-4e7c-405b-9113-271deb3c4ba1,1847,,"[77.3, 5.7]",3773386,45,,,,,1.1834335,,Right Foot,,,,"[90.6, 38.3]",Low Pass,,35.208664,,Incomplete,,José Ignacio Peleteiro Ramallo,9462.0,,,,,,2,From Kick Off,Deyverson Brum Silva Acosta,25134.0,Center Forward,72,Deportivo Alavés,206,"['50460468-bf0a-40cb-a9c8-999eb969f489', '8bcbc1b3-1859-4501-8574-f4e146441f8c', 'd91b12c0-366e-4c6d-8ca5-e90ea8ace394']",7,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,2707,Pass,True,0,35.20866370653677,2H
,,,,,,,,,,,,,,,,,1.059922,,,,,,,,,,,,,ba9a1805-2a8c-4a25-8652-be81cdb999e6,1852,,"[29.3, 42.6]",3773386,45,,,,,1.7294515,,Right Foot,,,,"[27.7, 52.6]",Ground Pass,,10.127192,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Center Back,73,Barcelona,217,"['45d925d7-8caa-41ae-88f8-3caa0bf62bb8', 'ef11f279-18bf-4752-95a4-44bf772d0818']",12,,,,,,,,,,,,,,,,,,Barcelona,217,2712,Pass,True,1,10.12719112093773,2H
,,,,,,,,,,,,,,,,,1.832728,,,,,,,,,,,,,0b57d0ab-28dc-4c68-afa2-a472037d0ccb,1854,,"[27.7, 53.0]",3773386,45,,,,,-2.6031718,,Right Foot,,,,"[5.6, 39.8]",Ground Pass,,25.74199,,,,Norberto Murara Neto,6590.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,73,Barcelona,217,['2ded63ea-e31b-454a-815c-8b02316b928d'],13,,,,,,,,,,,,,,,,,,Barcelona,217,2713,Pass,,1,25.74198904513791,2H
,,,,,,,,,,,,,,,,,1.028989,,,,,,,,,,,,,1c6920e8-dd15-42e9-8470-f60b8d720027,1858,,"[6.9, 39.8]",3773386,45,,,,,0.45566905,,Right Foot,,,,"[22.0, 47.2]",Ground Pass,,16.815767,,,,Miralem Pjanić,6947.0,,,,,,2,Regular Play,Norberto Murara Neto,6590.0,Goalkeeper,73,Barcelona,217,"['1aba5162-cdaa-47c5-9504-7fc41177bb00', 'f764b04d-47fc-4a80-87d1-dece779ac28b']",16,,,,,,,,,,,,,,,,,,Barcelona,217,2716,Pass,True,1,16.815766411317686,2H
,,,,,,,,,,,,,,,,,1.799301,,,,,,,,,,,,,42d56578-a57e-4ddd-b26c-061d7f2641d1,1860,,"[22.0, 47.2]",3773386,45,,,,,2.234437,,Right Foot,,,,"[11.6, 60.5]",Ground Pass,,16.883425,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Miralem Pjanić,6947.0,Right Defensive Midfield,73,Barcelona,217,['1d26a0a6-5772-4ab8-9e7c-d06e9a9dc392'],18,,,,,,,,,,,,,,,,,,Barcelona,217,2718,Pass,,1,16.88342382338369,2H
,,,,,,,,,,,,,,,,,0.966975,,,,,,,,,,,,,307f70eb-b34e-4ff6-bcda-6a7a7fbb1d56,1863,,"[11.6, 61.4]",3773386,45,,,,,1.1407752,,Right Foot,,,,"[17.7, 74.7]",Ground Pass,,14.632156,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,73,Barcelona,217,['7fba3061-9c1a-4bdf-8936-735d85408f3e'],20,,,,,,,,,,,,,,,,,,Barcelona,217,2720,Pass,,1,14.63215636876534,2H
,,,,,,,,,,,,,,,,,1.365948,,,,,,,,,,,,,d2461cb6-95a2-4e4f-a0f2-8de6a3fbedbb,1866,,"[17.7, 74.7]",3773386,45,,,,,-2.6923325,,Right Foot,,,,"[6.5, 69.3]",Ground Pass,,12.433825,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,73,Barcelona,217,['c6bf1ac6-add0-44a8-bdf7-51416c7f9c42'],21,,,,,,,,,,,,,,,,,,Barcelona,217,2721,Pass,,1,12.433824833895644,2H
,,,,,,,,,,,,,,,,,1.208573,,,,,,,,,,,,,b95ef39f-e111-4256-a7da-e3c5e0d83ba8,1869,,"[3.2, 63.0]",3773386,45,,,,,-1.6191458,,Right Foot,,,,"[2.3, 44.4]",Ground Pass,,18.621761,,,,Norberto Murara Neto,6590.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,73,Barcelona,217,['acd1910e-57d3-4929-a085-a721ddf51852'],24,,,,,,,,,,,,,,,,,,Barcelona,217,2724,Pass,,1,18.621761463406195,2H
,,,,,,,,,,,,,,,,,1.16557,,,,,,,,,,,,,adda1faf-7250-4086-af08-5cb585db2e80,1873,,"[4.1, 43.0]",3773386,45,,,,,-1.5546687,,Right Foot,,,,"[4.4, 24.4]",Ground Pass,,18.602419,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Norberto Murara Neto,6590.0,Goalkeeper,73,Barcelona,217,"['1734a3d8-8166-49db-a312-1ad838fd5ad7', '58e3ad84-22a6-4a77-8f13-352a28139303']",26,,,,,,,,,,,,,,,,,,Barcelona,217,2726,Pass,True,1,18.602419197512997,2H
,,,,,,,,,,,,,,,,,1.077589,,,,,,,,,,,,,0bffaaa2-1445-4e16-afc8-61ec8b89f1c7,1877,,"[6.2, 23.9]",3773386,45,,,,,0.72115916,,Right Foot,,,,"[15.3, 31.9]",Ground Pass,,12.116518,,,,Miralem Pjanić,6947.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Center Back,73,Barcelona,217,"['8a57dc30-862a-4415-81cc-5c66b21d7acb', 'a9ce3cf0-17d8-4a11-b0c3-23bae76df892']",28,,,,,,,,,,,,,,,,,,Barcelona,217,2728,Pass,True,1,12.116517651536684,2H
,,,,,,,,,,,,,,,,,1.695151,,,,,,,,,,,,,6a27064f-85ac-4353-a6f6-0a4b670da8a0,1879,,"[15.3, 31.9]",3773386,45,,,,,-1.2994617,,Right Foot,,,,"[22.7, 5.3]",Ground Pass,,27.610144,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Miralem Pjanić,6947.0,Right Defensive Midfield,73,Barcelona,217,['99307e8d-c497-49c0-a905-247fd39ef7cf'],30,,,,,,,,,,,,,,,,,,Barcelona,217,2730,Pass,,1,27.610143063736555,2H
,,,,,,,,,,,,,,,,,2.296546,,,,,,,,,,,,,0bc9baf8-005f-4a7e-84b0-1febfff7850e,1882,,"[36.2, 9.7]",3773386,45,,,,,-0.23243657,,Left Foot,,,,"[56.9, 4.8]",Ground Pass,,21.272047,,,,Pedro González López,30486.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,73,Barcelona,217,['953a4d43-d665-4c9c-a59e-67b1faeacacd'],34,,,,,,,,,,,,,,,,,,Barcelona,217,2734,Pass,,1,21.272047386182642,2H
,,,,,,,,,,,,,,,,,1.05946,,,,,,,,,,,,,f113005f-d6c1-413a-a7e6-a191d8676865,1885,,"[72.8, 3.9]",3773386,45,,,,,1.6693769,,Right Foot,,,,"[71.9, 13.0]",Ground Pass,,9.144397,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Pedro González López,30486.0,Left Defensive Midfield,73,Barcelona,217,['3a4fc91e-6728-4ac5-9092-7c829850d9c5'],39,,,,,,,,,,,,,,,,,,Barcelona,217,2739,Pass,,1,9.144397191723463,2H
,,,,,,,,,,,,,,,,,0.959477,,,,,,,,,,,,,4d2a0eef-9feb-4536-bfd9-10a5d5ab3cfe,1888,,"[74.7, 14.8]",3773386,45,,,,,2.9229238,,Left Foot,,,,"[63.9, 17.2]",Ground Pass,,11.063454,,,,Miralem Pjanić,6947.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,73,Barcelona,217,['1799ec1f-ad81-46bf-aa11-1ea034923415'],41,,,,,,,,,,,,,,,,,,Barcelona,217,2741,Pass,,1,11.063453348751468,2H
,,,,,,,,,,,,,,,,,1.467911,,,,,,,,,,,,,c132ca63-a4d6-46fb-b36a-5add778e10c4,1891,,"[63.9, 17.2]",3773386,45,,,,,-2.2421873,,Left Foot,,,,"[58.1, 9.9]",Ground Pass,,9.323626,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Miralem Pjanić,6947.0,Right Defensive Midfield,73,Barcelona,217,['efdf0bf8-84ad-4f34-adec-5fb6ee19760a'],43,,,,,,,,,,,,,,,,,,Barcelona,217,2743,Pass,,1,9.323625904121204,2H
,,,,,,,,,,,,,,,,,0.726162,,,,,,,,,,,,,107c0b27-32f0-4b1b-b350-ff24683280b2,1894,,"[68.1, 8.4]",3773386,45,,,,,1.0656978,,Right Foot,,,,"[72.8, 16.9]",Ground Pass,,9.712878,,,,Pedro González López,30486.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Left Center Back,73,Barcelona,217,['ba93ba4d-3d11-47c9-a811-8b6ca0043e3e'],46,,,,,,,,,,,,,,,,,,Barcelona,217,2746,Pass,,1,9.712878049270463,2H
,,,,,,,,,,,,,,,,,0.591455,,,,,,,,,,,,,928eeb5d-8c4a-4a1a-8a52-3dcfd7d7f5b2,1897,,"[71.4, 18.6]",3773386,45,,,,,2.9488919,,Right Foot,,,,"[63.2, 20.2]",Ground Pass,,8.354639,,,,Miralem Pjanić,6947.0,,,,,,2,Regular Play,Pedro González López,30486.0,Left Defensive Midfield,73,Barcelona,217,['bd97cba4-6398-472a-9c7c-f5da544611e8'],48,,,,,,,,,,,,,,,,,,Barcelona,217,2748,Pass,,1,8.354639429682171,2H
,,,,,,,,,,,,,,,,,0.36202,,,,,,,,,,,,,e4c6693d-dd33-4851-802c-ac9bd11f42db,1900,,"[65.3, 21.8]",3773386,45,,,,,-0.57344055,,Right Foot,,,,"[74.9, 15.6]",Low Pass,,11.428036,,Unknown,,Anssumane Fati,30756.0,,,,,,2,Regular Play,Miralem Pjanić,6947.0,Right Defensive Midfield,73,Barcelona,217,['e381c1c3-888b-45b2-9e0b-3f13be08dad5'],50,,,,,,,,,,,,,,,,,,Barcelona,217,2750,Pass,,0,11.42803570172933,2H
,,,,,,,,,,,,,,,,,1.979705,,,,,,,,,,,,,79a4469a-e66e-425a-8d6f-75cead120193,1906,,"[67.2, 21.8]",3773386,46,,,,,1.736429,,Right Foot,,,,"[61.6, 55.3]",Ground Pass,,33.964836,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Other,Miralem Pjanić,6947.0,Right Defensive Midfield,75,Barcelona,217,['10249313-df36-4530-a19a-000f1a122a83'],7,,,,,,,,,,,,,,,,,,Barcelona,217,2767,Pass,,1,33.96483475596489,2H
,,,,,,,,,,,,,,,,,1.033472,,,,,,,,,,,,,3db6be6f-2189-48cb-ba94-ab524fcd451b,1909,,"[61.6, 58.4]",3773386,46,,,,,1.0312579,,Right Foot,,,,"[71.6, 75.1]",Ground Pass,,19.465097,,,,Francisco António Machado Mota de Castro Trincão,22390.0,,,,,,2,Other,Sergi Roberto Carnicer,6379.0,Right Back,75,Barcelona,217,['cf643538-36fd-45fb-ba58-8b4a7e1e8579'],10,,,,,,,,,,,,,,,,,,Barcelona,217,2770,Pass,,1,19.46509696867703,2H
,,,,,,,,,,,,,,,,,0.956417,,,,,,,,,,,,,e3c14142-163b-4716-bc3e-f46b36e1fc7e,1912,,"[70.2, 74.2]",3773386,46,,,,,-2.743488,,Right Foot,,,,"[59.5, 69.7]",Ground Pass,,11.607756,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Other,Francisco António Machado Mota de Castro Trincão,22390.0,Right Wing,75,Barcelona,217,['a642bf0b-69f0-45da-80fd-6c855ddd5170'],12,,,,,,,,,,,,,,,,,,Barcelona,217,2772,Pass,,1,11.607756027760063,2H
,,,,,,,,,,,,,,,,,1.463148,,,,,,,,,,,,,c3ab4a2f-5a0f-4f58-ae73-39e6adba7e6c,1915,,"[58.3, 64.4]",3773386,46,,,,,-2.0831857,,Right Foot,,,,"[49.3, 48.4]",Ground Pass,,18.35756,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Other,Sergi Roberto Carnicer,6379.0,Right Back,75,Barcelona,217,['25d15d9b-0b22-42dd-9f68-989d862bb02e'],14,,,,,,,,,,,,,,,,,,Barcelona,217,2774,Pass,,1,18.357559750685827,2H
,,,,,,,,,,,,,,,,,1.449506,,,,,,,,,,,,,35417ed5-7841-44c5-a383-91700d7da68b,1918,,"[49.3, 44.2]",3773386,46,,,,,-1.4797786,,Right Foot,,,,"[51.6, 19.0]",Ground Pass,,25.304743,,,,Frenkie de Jong,8118.0,,,,,,2,Other,Gerard Piqué Bernabéu,5213.0,Right Center Back,75,Barcelona,217,['be4177d3-8a4c-49a7-8f58-05d7fae1a220'],16,,,,,,,,,,,,,,,,,,Barcelona,217,2776,Pass,,1,25.304742638485777,2H
,,,,,,,,,,,,,,,,,0.86834,,,,,,,,,,,,,744b50ef-5619-49d5-8efb-0a894407913d,1921,,"[62.3, 19.7]",3773386,46,,,,,0.9119903,,Right Foot,,,,"[69.5, 29.0]",Ground Pass,,11.761377,,,,Miralem Pjanić,6947.0,,,,,,2,Other,Frenkie de Jong,8118.0,Left Center Back,75,Barcelona,217,['3a0722d7-c96d-403e-b191-2d368223daa2'],20,,,,,,,,,,,,,,,,,,Barcelona,217,2780,Pass,,1,11.761377470347597,2H
,,,,,,,,,,,,,,,,,0.75346,,,,,,,,,,,,,e3eba93a-e0b5-4729-9564-d4d1ce5e69d9,1923,,"[69.5, 28.4]",3773386,46,,,,,-0.6397698,,Right Foot,,,,"[78.1, 22.0]",Ground Pass,,10.720075,,,,Pedro González López,30486.0,,,,,,2,Other,Miralem Pjanić,6947.0,Right Defensive Midfield,75,Barcelona,217,['5c7d967c-174a-46a8-b736-54135586b35b'],21,,,,,,,,,,,,,,,,,,Barcelona,217,2781,Pass,,1,10.720074626605912,2H
,,,,,,,,,,,,,,,,,0.884516,,,,,,,,,,,,,958f9bfd-3286-4ef0-aa65-64d64e8adc26,1928,,"[88.9, 17.7]",3773386,46,,,,,-2.9229238,,Right Foot,,,,"[82.6, 16.3]",Ground Pass,,6.453681,,,,Jordi Alba Ramos,5211.0,,,,,,2,Other,Pedro González López,30486.0,Left Defensive Midfield,75,Barcelona,217,"['b4f2ebe4-1d1f-4d70-87ef-6356f96ce05f', 'b99ae30f-70fa-4b48-9cee-265709fdfcc7']",25,,,,,,,,,,,,,,,,,,Barcelona,217,2785,Pass,True,1,6.453681120105031,2H
,,,,,,,,,,,,,,,,,0.856366,,,,,,,,,,,,,38c1bab9-749b-468f-a94f-0cf9c7611f2c,1931,,"[80.5, 17.2]",3773386,46,,,,,1.5108682,,Left Foot,,,,"[81.1, 27.2]",Ground Pass,,10.017983,,,,Miralem Pjanić,6947.0,,,,,,2,Other,Jordi Alba Ramos,5211.0,Left Back,75,Barcelona,217,['59a7f59f-6af8-49e8-96b7-cde371082671'],26,,,,,,,,,,,,,,,,,,Barcelona,217,2786,Pass,,1,10.017983829094554,2H
,,,,,,,,,,,,,,,,,1.104856,,,,,,,,,,,,,f35e20d8-8432-4cda-9c81-acead7043419,1934,,"[81.1, 27.6]",3773386,46,,,,,-2.3676882,,Right Foot,,,,"[72.3, 19.0]",Ground Pass,,12.304471,,,,Frenkie de Jong,8118.0,,,,,,2,Other,Miralem Pjanić,6947.0,Right Defensive Midfield,75,Barcelona,217,['f3ad0305-3c3a-4799-bcfa-f410354e999c'],27,,,,,,,,,,,,,,,,,,Barcelona,217,2787,Pass,,1,12.304470732217618,2H
,,,,,,,,,,,,,,,,,1.704943,,,,,,,,,,,,,5f76b307-5d71-424b-9e89-311805f7b987,1936,,"[71.9, 21.4]",3773386,46,,,,,1.8750048,,Right Foot,,,,"[66.5, 38.6]",Ground Pass,,18.027756,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Other,Frenkie de Jong,8118.0,Left Center Back,75,Barcelona,217,['200642b1-0d9a-4087-a099-16bdf204ce57'],28,,,,,,,,,,,,,,,,,,Barcelona,217,2788,Pass,,1,18.02775637731995,2H
,,,,,,,,,,,,,,,,,1.287383,,,,,,,,,,,,,c165af7e-2730-441e-902f-e737201520c9,1939,,"[69.3, 47.6]",3773386,46,,,,,-1.7288862,,Right Foot,,,,"[66.0, 26.9]",Ground Pass,,20.961393,,,,Frenkie de Jong,8118.0,,,,,,2,Other,Gerard Piqué Bernabéu,5213.0,Right Center Back,75,Barcelona,217,['11875da3-2603-479c-ada5-f0b36cb9112c'],33,,,,,,,,,,,,,,,,,,Barcelona,217,2793,Pass,,1,20.96139308347611,2H
,,,,,,,,,,,,,,,,,0.945823,,,,,,,,,,,,,cef8c8ce-c0e4-41b1-8962-1305cf0687e3,1942,,"[80.7, 34.2]",3773386,46,,,,,1.8370484,,Right Foot,,,,"[77.4, 46.3]",Ground Pass,,12.541929,,,,Miralem Pjanić,6947.0,,,,,,2,Other,Frenkie de Jong,8118.0,Left Center Back,75,Barcelona,217,['56b3fc06-0956-42d1-a27b-6c06119ccafb'],37,,,,,,,,,,,,,,,,,,Barcelona,217,2797,Pass,,1,12.541929676090511,2H
,,,,,,,,,,,,,,,,,1.484902,,,,,,,,,,,,,5313a85a-9a9e-45b2-8138-8838d5d8b7ae,1945,,"[74.7, 49.7]",3773386,46,,,,,1.4040889,,Right Foot,,,,"[78.2, 70.5]",Low Pass,,21.092415,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Other,Miralem Pjanić,6947.0,Right Defensive Midfield,75,Barcelona,217,['87ccc01b-c92b-4611-b178-afa5c349a9cf'],39,,,,,,,,,,,,,,,,,,Barcelona,217,2799,Pass,,1,21.092415698539604,2H
,,,,,,,,,,,,,,,,,1.120973,,,,,,,,,,,,,1dee2879-10b3-400b-885e-911abd90d748,1948,,"[84.4, 68.8]",3773386,46,,,,,0.5880026,,Left Foot,,,,"[92.8, 74.4]",Ground Pass,,10.095544,,,,Francisco António Machado Mota de Castro Trincão,22390.0,,,,,,2,Other,Sergi Roberto Carnicer,6379.0,Right Back,75,Barcelona,217,['43edc6f7-abcf-4ce9-852b-564adbc2a45e'],42,,,,,,,,,,,,,,,,,,Barcelona,217,2802,Pass,,1,10.095543571299167,2H
,,,,,,,,,,,,,,,,,1.255779,,,,,,,,,,,,,b9ae4e21-90e7-4bd1-a6f1-874d262e1824,1951,,"[92.3, 72.3]",3773386,46,,,,,-2.616349,,Left Foot,,,,"[83.5, 67.2]",Ground Pass,,10.171038,,,,Miralem Pjanić,6947.0,,,,,,2,Other,Francisco António Machado Mota de Castro Trincão,22390.0,Right Wing,75,Barcelona,217,['046ea9e4-5d54-48aa-9c26-71df65c4ad25'],45,,,,,,,,,,,,,,,,,,Barcelona,217,2805,Pass,,1,10.17103731189695,2H
,,,,,,,,,,,,,,,,,0.6209,,,,,,,,,,,,,9aace7b6-835c-4d7d-b157-5d6a2b8641da,1953,,"[83.2, 66.3]",3773386,46,,,,,-1.2716408,,Right Foot,,,,"[86.5, 55.6]",Ground Pass,,11.197321,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Other,Miralem Pjanić,6947.0,Right Defensive Midfield,75,Barcelona,217,['567c74df-cfde-432b-bd29-b042e052c658'],46,,,,,,,,,,,,,,,,,,Barcelona,217,2806,Pass,,1,11.197321108193687,2H
,,,,,,,,,,,,,,,,,0.713193,,,,,,,,,,,,,21e7a562-ad9f-4e53-8f38-6fe7c534227a,1956,,"[86.0, 54.7]",3773386,46,,,,,-1.1824776,,Left Foot,,,,"[92.3, 39.3]",Ground Pass,,16.63881,,,,Pedro González López,30486.0,,,,,,2,Other,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,75,Barcelona,217,['e49b736c-9bf3-4796-9adf-f8779e65f94c'],48,,,,,,,,,,,,,,,,,,Barcelona,217,2808,Pass,,1,16.6388100536066,2H
,,,,,,,,,,,,,,,,,1.063602,,,,,,,,,,,,,29962ece-302e-4741-9a57-b75aeaa655b2,1961,,"[92.8, 38.6]",3773386,46,,,,,0.20749623,,Right Foot,,,,"[94.7, 39.0]",Ground Pass,,1.9416488,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Other,Pedro González López,30486.0,Left Defensive Midfield,75,Barcelona,217,['8f638012-f41d-408e-ae7c-eb22212dbcf3'],51,,,,,,,,,,,,,,,,,,Barcelona,217,2811,Pass,,1,1.9416487838947651,2H
,,,,,,,,,,,,,,,,,2.182619,,,,,,,,,,,,,ecf6d9a7-7fd3-4ba6-9708-b83a8238ba44,1964,,"[96.8, 34.4]",3773386,46,,,,,-0.43921965,,Left Foot,,,,"[120.0, 23.5]",Ground Pass,,25.632986,,Out,,Anssumane Fati,30756.0,,,,,,2,Other,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,75,Barcelona,217,['08e7ec0f-0ef4-4189-a81a-c4630a7abf30'],53,,,,,,,,,,,,,,,,,,Barcelona,217,2813,Pass,,0,25.63298656028985,2H
